sample_id,task,T,sample_best,native,gain,switch_count,distinct_actions,longest_run,mean_run_length,max_run_fraction,entropy,return_count,aba_n,first_switch_norm,last_switch_norm,r2_score,r2_recovery,at_most_one_switch_recovery,r2_match,r2_match_n,r2_best_n,r2_matching_pair_n,r2_max_plateau_n,r2_coverage,best_A,best_B,best_tau,best_tau_norm,best_mean_distance_first_norm,best_mean_distance_last_norm,available_reverse_pairs,available_reverse_mean_abs_delta,available_reverse_unequal_fraction,best_reverse_delta_if_observed,selected_best_prediction_match,any_matching_prediction_match,matching_prediction_fraction,trajectory
ruler_niah_multiquery_16k:0129,ruler_niah_multiquery_16k,15,0.75,1.0,0.25,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,4,4,3,2,1.0,L6,L0,1,0.06666666666666667,0.44999999999999996,0.44999999999999996,294,0.003401360544217687,0.013605442176870748,0.25,True,True,1.0,"[""L6"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_niah_multiquery_16k:0131,ruler_niah_multiquery_16k,15,0.75,1.0,0.25,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,12,12,9,1,1.0,OFF,ALL,1,0.06666666666666667,0.18888888888888888,0.18888888888888888,294,0.01020408163265306,0.04081632653061224,0.25,True,True,0.25,"[""L6"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"
ruler_niah_multiquery_16k:0147,ruler_niah_multiquery_16k,15,0.75,1.0,0.25,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,10,10,6,2,1.0,L12,L24,1,0.06666666666666667,0.35333333333333333,0.35333333333333333,294,0.008503401360544218,0.034013605442176874,0.25,True,True,0.6,"[""L12"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"
ruler_niah_multiquery_16k:0201,ruler_niah_multiquery_16k,15,0.75,1.0,0.25,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,84,84,20,8,1.0,L0,L18,1,0.06666666666666667,0.42460317460317465,0.42460317460317465,294,0.11904761904761904,0.3299319727891156,0.5,True,True,0.9880952380952381,"[""ALL"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_niah_multiquery_16k:0381,ruler_niah_multiquery_16k,15,0.75,1.0,0.25,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,7,7,6,1,1.0,L18,L0,1,0.06666666666666667,0.34285714285714286,0.34285714285714286,294,0.005952380952380952,0.023809523809523808,0.25,True,True,0.7142857142857143,"[""L18"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_niah_multiquery_16k:0404,ruler_niah_multiquery_16k,15,0.75,1.0,0.25,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,59,59,27,6,1.0,L24,L6,1,0.06666666666666667,0.47683615819209046,0.47683615819209046,294,0.04336734693877551,0.17346938775510204,0.25,True,True,1.0,"[""L24"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"
ruler_niah_multiquery_16k:0454,ruler_niah_multiquery_16k,15,0.5,1.0,0.5,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,27,27,17,4,1.0,L0,OFF,1,0.06666666666666667,0.26666666666666666,0.26666666666666666,294,0.04591836734693878,0.09183673469387756,0.5,True,True,0.3333333333333333,"[""L0"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"
ruler_niah_multivalue_16k:0060,ruler_niah_multivalue_16k,15,0.75,1.0,0.25,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,24,24,16,2,1.0,L6,L18,1,0.06666666666666667,0.32222222222222224,0.32222222222222224,294,0.02040816326530612,0.08163265306122448,0.25,False,True,0.4166666666666667,"[""L18"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"
ruler_niah_multivalue_16k:0144,ruler_niah_multivalue_16k,15,0.75,1.0,0.25,2,2,13,5.0,0.8666666666666667,0.35335933502142136,1,1,0.06666666666666667,0.13333333333333333,1.0,1.0,1.0,True,43,43,21,3,1.0,L6,L18,2,0.13333333333333333,0.4310077519379845,0.36434108527131776,294,0.03486394557823129,0.13945578231292516,0.25,True,True,1.0,"[""L18"", ""L6"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_niah_multivalue_16k:0192,ruler_niah_multivalue_16k,15,0.75,1.0,0.25,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,226,226,42,10,1.0,OFF,L0,1,0.06666666666666667,0.38849557522123884,0.38849557522123884,294,0.10884353741496598,0.43537414965986393,0.0,False,True,0.7920353982300885,"[""L24"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF""]"
ruler_niah_multivalue_16k:0245,ruler_niah_multivalue_16k,15,0.75,1.0,0.25,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,2,2,2,1,1.0,L6,L12,1,0.06666666666666667,0.3,0.3,294,0.0017006802721088435,0.006802721088435374,0.25,True,True,1.0,"[""L6"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_niah_multivalue_16k:0266,ruler_niah_multivalue_16k,15,0.75,1.0,0.25,3,3,12,3.75,0.8,0.9055872616982603,1,1,0.06666666666666667,0.2,1.0,1.0,1.0,True,3,3,3,1,1.0,ALL,OFF,3,0.2,0.26666666666666666,0.13333333333333333,294,0.002551020408163265,0.01020408163265306,0.25,True,True,1.0,"[""L24"", ""L18"", ""L24"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_niah_multivalue_16k:0288,ruler_niah_multivalue_16k,15,0.75,1.0,0.25,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,63,63,30,3,1.0,OFF,L24,1,0.06666666666666667,0.37883597883597897,0.37883597883597897,294,0.05187074829931973,0.20748299319727892,0.25,True,True,1.0,"[""L0"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"
ruler_niah_multivalue_16k:0496,ruler_niah_multivalue_16k,15,0.75,1.0,0.25,2,3,13,5.0,0.8666666666666667,0.6998428398862386,0,0,0.06666666666666667,0.13333333333333333,1.0,1.0,1.0,True,20,20,16,2,1.0,L24,ALL,3,0.2,0.43999999999999995,0.3733333333333334,294,0.015306122448979591,0.061224489795918366,0.25,True,True,0.35,"[""L6"", ""L0"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_niah_multivalue_16k:0498,ruler_niah_multivalue_16k,15,0.5,1.0,0.5,3,3,12,3.75,0.8,0.6998428398862386,1,1,0.06666666666666667,0.2,1.0,1.0,1.0,True,8,8,6,2,1.0,L18,L0,2,0.13333333333333333,0.22500000000000003,0.14166666666666666,294,0.013605442176870748,0.027210884353741496,0.5,True,True,0.875,"[""L6"", ""L12"", ""ALL"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_qa_hotpotqa_16k:0006,ruler_qa_hotpotqa_16k,14,0.0,1.0,1.0,4,4,5,2.8,0.35714285714285715,1.5216406363433184,1,0,0.21428571428571427,0.9285714285714286,0.0,0.0,0.0,False,0,546,0,0,1.0,OFF,L0,1,0.07142857142857142,0.31868131868131866,0.42857142857142855,273,0.0,0.0,0.0,False,False,,"[""ALL"", ""ALL"", ""ALL"", ""L18"", ""L18"", ""L18"", ""L18"", ""L6"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""OFF""]"
ruler_qa_hotpotqa_16k:0023,ruler_qa_hotpotqa_16k,14,0.0,1.0,1.0,2,2,12,4.666666666666667,0.8571428571428571,0.37123232664087563,1,1,0.07142857142857142,0.14285714285714285,1.0,1.0,1.0,True,2,2,2,1,1.0,L12,L0,4,0.2857142857142857,0.25,0.17857142857142855,273,0.007326007326007326,0.007326007326007326,1.0,False,False,0.0,"[""L12"", ""L0"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_qa_hotpotqa_16k:0031,ruler_qa_hotpotqa_16k,14,0.0,1.0,1.0,3,3,11,3.5,0.7857142857142857,0.7345299214394703,1,0,0.07142857142857142,0.21428571428571427,1.0,1.0,1.0,True,6,6,4,2,1.0,L0,L24,3,0.21428571428571427,0.44047619047619047,0.2976190476190476,273,0.02197802197802198,0.02197802197802198,1.0,True,True,1.0,"[""L12"", ""L24"", ""ALL"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_qa_hotpotqa_16k:0059,ruler_qa_hotpotqa_16k,14,0.0,1.0,1.0,2,3,12,4.666666666666667,0.8571428571428571,0.7345299214394703,0,0,0.07142857142857142,0.14285714285714285,1.0,1.0,1.0,True,12,12,7,4,1.0,OFF,L12,2,0.14285714285714285,0.38690476190476186,0.31547619047619047,273,0.04395604395604396,0.04395604395604396,1.0,True,True,1.0,"[""L18"", ""OFF"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"
ruler_qa_hotpotqa_16k:0085,ruler_qa_hotpotqa_16k,14,0.0,1.0,1.0,4,4,5,2.8,0.35714285714285715,1.5216406363433184,1,0,0.21428571428571427,0.6428571428571429,1.0,1.0,1.0,True,16,16,11,2,1.0,OFF,ALL,2,0.14285714285714285,0.07589285714285715,0.42410714285714285,273,0.05860805860805861,0.05860805860805861,1.0,True,True,0.9375,"[""ALL"", ""ALL"", ""ALL"", ""L18"", ""L18"", ""L18"", ""L18"", ""L6"", ""OFF"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"
ruler_qa_hotpotqa_16k:0118,ruler_qa_hotpotqa_16k,14,0.0,1.0,1.0,1,2,13,7.0,0.9285714285714286,0.37123232664087563,0,0,0.07142857142857142,0.07142857142857142,1.0,1.0,1.0,True,19,19,11,4,1.0,L6,L12,1,0.07142857142857142,0.43233082706766923,0.43233082706766923,273,0.0695970695970696,0.0695970695970696,1.0,True,True,1.0,"[""L6"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_qa_hotpotqa_16k:0140,ruler_qa_hotpotqa_16k,13,0.0,1.0,1.0,1,2,8,6.5,0.6153846153846154,0.9612366047228759,0,0,0.38461538461538464,0.38461538461538464,1.0,1.0,1.0,True,36,36,24,5,1.0,OFF,L18,1,0.07692307692307693,0.20512820512820515,0.20512820512820515,252,0.14285714285714285,0.14285714285714285,1.0,True,True,0.9444444444444444,"[""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_qa_hotpotqa_16k:0191,ruler_qa_hotpotqa_16k,13,0.0,1.0,1.0,3,3,10,3.25,0.7692307692307693,0.7732283485249176,1,1,0.07692307692307693,0.23076923076923078,0.0,0.0,0.0,False,0,504,0,0,1.0,OFF,L0,1,0.07692307692307693,0.42307692307692313,0.30769230769230765,252,0.0,0.0,0.0,False,False,,"[""L0"", ""L24"", ""L18"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"
ruler_qa_hotpotqa_16k:0312,ruler_qa_hotpotqa_16k,14,0.0,1.0,1.0,1,2,13,7.0,0.9285714285714286,0.37123232664087563,0,0,0.07142857142857142,0.07142857142857142,1.0,1.0,1.0,True,2,2,2,1,1.0,OFF,L0,1,0.07142857142857142,0.0,0.0,273,0.007326007326007326,0.007326007326007326,1.0,True,True,1.0,"[""L18"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_qa_hotpotqa_16k:0337,ruler_qa_hotpotqa_16k,14,0.0,1.0,1.0,1,2,12,7.0,0.8571428571428571,0.5916727785823275,0,0,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,True,43,43,19,4,1.0,L6,OFF,1,0.07142857142857142,0.34385382059800657,0.34385382059800657,273,0.14285714285714285,0.14285714285714285,1.0,True,True,1.0,"[""L6"", ""L6"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF""]"
ruler_qa_hotpotqa_16k:0348,ruler_qa_hotpotqa_16k,14,0.0,1.0,1.0,1,2,13,7.0,0.9285714285714286,0.37123232664087563,0,0,0.07142857142857142,0.07142857142857142,1.0,1.0,1.0,True,18,18,12,1,1.0,L0,L6,1,0.07142857142857142,0.25,0.25,273,0.06593406593406594,0.06593406593406594,1.0,False,True,0.1111111111111111,"[""ALL"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24"", ""L24""]"
ruler_qa_hotpotqa_16k:0364,ruler_qa_hotpotqa_16k,15,0.0,1.0,1.0,2,2,13,5.0,0.8666666666666667,0.35335933502142136,1,1,0.06666666666666667,0.13333333333333333,1.0,1.0,1.0,True,4,4,2,3,1.0,L6,L18,2,0.13333333333333333,0.5666666666666667,0.5,294,0.013605442176870748,0.013605442176870748,1.0,True,True,1.0,"[""L18"", ""L6"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_qa_hotpotqa_16k:0454,ruler_qa_hotpotqa_16k,15,0.0,1.0,1.0,2,2,13,5.0,0.8666666666666667,0.35335933502142136,1,1,0.06666666666666667,0.13333333333333333,1.0,1.0,1.0,True,10,10,7,2,1.0,L24,ALL,2,0.13333333333333333,0.31333333333333335,0.24666666666666667,294,0.034013605442176874,0.034013605442176874,1.0,True,True,1.0,"[""L18"", ""L24"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18"", ""L18""]"
ruler_qa_hotpotqa_16k:0493,ruler_qa_hotpotqa_16k,15,0.0,1.0,1.0,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,7,7,6,2,1.0,OFF,ALL,1,0.06666666666666667,0.15238095238095237,0.15238095238095237,294,0.023809523809523808,0.023809523809523808,1.0,True,True,1.0,"[""L24"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL"", ""ALL""]"
ruler_qa_squad_16k:0033,ruler_qa_squad_16k,14,0.0,1.0,1.0,2,2,11,4.666666666666667,0.7857142857142857,0.5916727785823275,1,1,0.07142857142857142,0.21428571428571427,1.0,1.0,1.0,True,3,3,2,2,1.0,L18,L12,2,0.14285714285714285,0.16666666666666666,0.07142857142857142,273,0.01098901098901099,0.01098901098901099,1.0,True,True,1.0,"[""L12"", ""L18"", ""L18"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_qa_squad_16k:0056,ruler_qa_squad_16k,13,0.0,1.0,1.0,2,3,11,4.333333333333333,0.8461538461538461,0.7732283485249176,0,0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,False,0,504,0,0,1.0,OFF,L0,1,0.07692307692307693,0.42307692307692313,0.35897435897435903,252,0.0,0.0,0.0,False,False,,"[""L24"", ""ALL"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF"", ""OFF""]"
ruler_qa_squad_16k:0085,ruler_qa_squad_16k,15,0.0,1.0,1.0,1,2,14,7.5,0.9333333333333333,0.35335933502142136,0,0,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,True,44,44,26,2,1.0,ALL,OFF,1,0.06666666666666667,0.32575757575757575,0.32575757575757575,294,0.14285714285714285,0.14285714285714285,1.0,True,True,1.0,"[""ALL"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0"", ""L0""]"
ruler_qa_squad_16k:0141,ruler_qa_squad_16k,12,0.0,1.0,1.0,1,2,11,6.0,0.9166666666666666,0.41381685030363374,0,0,0.08333333333333333,0.08333333333333333,1.0,1.0,1.0,True,8,8,5,2,1.0,OFF,L6,1,0.08333333333333333,0.19791666666666666,0.19791666666666666,231,0.03463203463203463,0.03463203463203463,1.0,True,True,1.0,"[""OFF"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"
ruler_qa_squad_16k:0161,ruler_qa_squad_16k,12,0.0,1.0,1.0,3,3,6,3.0,0.5,1.188721875540867,1,1,0.08333333333333333,0.5,1.0,1.0,1.0,True,1,1,1,1,1.0,L6,L0,5,0.4166666666666667,0.3333333333333333,0.08333333333333333,231,0.004329004329004329,0.004329004329004329,1.0,True,True,1.0,"[""ALL"", ""L12"", ""L12"", ""L0"", ""L0"", ""L0"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12"", ""L12""]"
ruler_qa_squad_16k:0172,ruler_qa_squad_16k,12,0.0,1.0,1.0,1,2,11,6.0,0.9166666666666666,0.41381685030363374,0,0,0.08333333333333333,0.08333333333333333,1.0,1.0,1.0,True,7,7,3,4,1.0,ALL,L6,1,0.08333333333333333,0.6071428571428571,0.6071428571428571,231,0.021645021645021644,0.021645021645021644,0.0,True,True,0.5714285714285714,"[""ALL"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6"", ""L6""]"
