sample_id,task,matching_candidate_n,early_alignment,late_alignment,joint_alignment,joint_any,joint_all,modal_sets_overlap,early_modes,late_modes,all_observed_joint_baseline
ruler_fwe_16k:0478,ruler_fwe_16k,16,0.125,0.375,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_fwe_16k:0488,ruler_fwe_16k,17,0.17647058823529413,0.17647058823529413,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_fwe_16k:0498,ruler_fwe_16k,50,0.08,0.1,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_niah_multikey_1_16k:0432,ruler_niah_multikey_1_16k,1,0.0,1.0,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_niah_multikey_2_16k:0045,ruler_niah_multikey_2_16k,23,0.7391304347826086,0.21739130434782608,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_niah_multikey_2_16k:0116,ruler_niah_multikey_2_16k,27,0.1111111111111111,0.2222222222222222,0.0,False,False,True,"[""ALL""]","[""ALL""]",0.0
ruler_niah_multikey_2_16k:0331,ruler_niah_multikey_2_16k,26,0.07692307692307693,0.07692307692307693,0.0,False,False,True,"[""L24""]","[""L24""]",0.0
ruler_niah_multikey_2_16k:0482,ruler_niah_multikey_2_16k,44,0.3181818181818182,0.1590909090909091,0.0,False,False,True,"[""ALL""]","[""ALL""]",0.0
ruler_niah_multikey_3_16k:0071,ruler_niah_multikey_3_16k,8,1.0,0.0,0.0,False,False,True,"[""ALL""]","[""ALL""]",0.0
ruler_niah_multikey_3_16k:0074,ruler_niah_multikey_3_16k,81,0.1111111111111111,0.1111111111111111,0.0,False,False,True,"[""L24""]","[""L24""]",0.0
ruler_niah_multikey_3_16k:0108,ruler_niah_multikey_3_16k,11,0.09090909090909091,0.5454545454545454,0.0,False,False,True,"[""ALL""]","[""ALL""]",0.0
ruler_niah_multikey_3_16k:0138,ruler_niah_multikey_3_16k,108,0.08333333333333333,0.12962962962962962,0.0,False,False,True,"[""L6""]","[""L6""]",0.0
ruler_niah_multikey_3_16k:0145,ruler_niah_multikey_3_16k,30,0.2,0.26666666666666666,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_niah_multikey_3_16k:0212,ruler_niah_multikey_3_16k,53,0.05660377358490566,0.16981132075471697,0.0,False,False,True,"[""L24""]","[""L24""]",0.0
ruler_niah_multikey_3_16k:0217,ruler_niah_multikey_3_16k,57,0.05263157894736842,0.22807017543859648,0.0,False,False,True,"[""ALL""]","[""ALL""]",0.0
ruler_niah_multikey_3_16k:0220,ruler_niah_multikey_3_16k,22,0.22727272727272727,0.3181818181818182,0.0,False,False,True,"[""ALL""]","[""ALL""]",0.0
ruler_niah_multikey_3_16k:0253,ruler_niah_multikey_3_16k,32,0.09375,0.15625,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_niah_multikey_3_16k:0362,ruler_niah_multikey_3_16k,6,0.16666666666666666,0.16666666666666666,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_niah_multikey_3_16k:0394,ruler_niah_multikey_3_16k,1,0.0,0.0,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_niah_multikey_3_16k:0429,ruler_niah_multikey_3_16k,8,0.25,0.25,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_niah_multiquery_16k:0001,ruler_niah_multiquery_16k,3,0.3333333333333333,0.3333333333333333,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_niah_multiquery_16k:0063,ruler_niah_multiquery_16k,61,0.16393442622950818,0.14754098360655737,0.0,False,False,True,"[""OFF""]","[""OFF""]",0.0
ruler_niah_multiquery_16k:0082,ruler_niah_multiquery_16k,24,0.125,0.3333333333333333,0.041666666666666664,True,False,False,"[""L18""]","[""L0""]",0.023809523809523808
ruler_niah_multiquery_16k:0100,ruler_niah_multiquery_16k,30,0.16666666666666666,0.2,0.0,False,False,True,"[""ALL""]","[""ALL""]",0.0
ruler_niah_multiquery_16k:0129,ruler_niah_multiquery_16k,4,0.5,0.25,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_niah_multiquery_16k:0131,ruler_niah_multiquery_16k,12,0.3333333333333333,0.4166666666666667,0.0,False,False,True,"[""ALL""]","[""ALL""]",0.0
ruler_niah_multiquery_16k:0147,ruler_niah_multiquery_16k,10,0.0,0.1,0.0,False,False,True,"[""L24""]","[""L24""]",0.0
ruler_niah_multiquery_16k:0201,ruler_niah_multiquery_16k,84,0.11904761904761904,0.13095238095238096,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_niah_multiquery_16k:0381,ruler_niah_multiquery_16k,7,0.14285714285714285,0.42857142857142855,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_niah_multiquery_16k:0404,ruler_niah_multiquery_16k,59,0.1864406779661017,0.11864406779661017,0.0,False,False,True,"[""L6""]","[""L6""]",0.0
ruler_niah_multiquery_16k:0454,ruler_niah_multiquery_16k,27,0.14814814814814814,0.1111111111111111,0.0,False,False,True,"[""L24""]","[""L24""]",0.0
ruler_niah_multivalue_16k:0060,ruler_niah_multivalue_16k,24,0.4166666666666667,0.2916666666666667,0.0,False,False,True,"[""ALL""]","[""ALL""]",0.0
ruler_niah_multivalue_16k:0144,ruler_niah_multivalue_16k,43,0.09302325581395349,0.18604651162790697,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_niah_multivalue_16k:0192,ruler_niah_multivalue_16k,226,0.11504424778761062,0.1504424778761062,0.0,False,False,True,"[""OFF""]","[""OFF""]",0.0
ruler_niah_multivalue_16k:0245,ruler_niah_multivalue_16k,2,0.5,0.5,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_niah_multivalue_16k:0266,ruler_niah_multivalue_16k,3,0.3333333333333333,0.0,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_niah_multivalue_16k:0288,ruler_niah_multivalue_16k,63,0.09523809523809523,0.19047619047619047,0.0,False,False,True,"[""L24""]","[""L24""]",0.0
ruler_niah_multivalue_16k:0496,ruler_niah_multivalue_16k,20,0.25,0.2,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_niah_multivalue_16k:0498,ruler_niah_multivalue_16k,8,0.0,0.25,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_qa_hotpotqa_16k:0023,ruler_qa_hotpotqa_16k,2,0.5,0.5,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_qa_hotpotqa_16k:0031,ruler_qa_hotpotqa_16k,6,0.3333333333333333,0.16666666666666666,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_qa_hotpotqa_16k:0059,ruler_qa_hotpotqa_16k,12,0.6666666666666666,0.08333333333333333,0.0,False,False,True,"[""L24""]","[""L24""]",0.0
ruler_qa_hotpotqa_16k:0085,ruler_qa_hotpotqa_16k,16,0.125,0.6875,0.125,True,False,False,"[""L18""]","[""ALL""]",0.023809523809523808
ruler_qa_hotpotqa_16k:0118,ruler_qa_hotpotqa_16k,19,0.0,0.05263157894736842,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_qa_hotpotqa_16k:0140,ruler_qa_hotpotqa_16k,36,0.19444444444444445,0.25,0.1388888888888889,True,False,False,"[""L24""]","[""L18""]",0.023809523809523808
ruler_qa_hotpotqa_16k:0312,ruler_qa_hotpotqa_16k,2,0.0,1.0,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_qa_hotpotqa_16k:0337,ruler_qa_hotpotqa_16k,43,0.20930232558139536,0.13953488372093023,0.0,False,False,True,"[""OFF""]","[""OFF""]",0.0
ruler_qa_hotpotqa_16k:0348,ruler_qa_hotpotqa_16k,18,0.0,0.16666666666666666,0.0,False,False,True,"[""L24""]","[""L24""]",0.0
ruler_qa_hotpotqa_16k:0364,ruler_qa_hotpotqa_16k,4,0.0,1.0,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_qa_hotpotqa_16k:0454,ruler_qa_hotpotqa_16k,10,0.3,0.3,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_qa_hotpotqa_16k:0493,ruler_qa_hotpotqa_16k,7,0.2857142857142857,0.2857142857142857,0.0,False,False,True,"[""ALL""]","[""ALL""]",0.0
ruler_qa_squad_16k:0033,ruler_qa_squad_16k,3,0.3333333333333333,0.6666666666666666,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_qa_squad_16k:0085,ruler_qa_squad_16k,44,0.25,0.1590909090909091,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_qa_squad_16k:0141,ruler_qa_squad_16k,8,0.375,0.625,0.0,False,False,True,"[""L6""]","[""L6""]",0.0
ruler_qa_squad_16k:0161,ruler_qa_squad_16k,1,0.0,0.0,0.0,False,False,False,"[""L0""]","[""L12""]",0.023809523809523808
ruler_qa_squad_16k:0172,ruler_qa_squad_16k,7,0.8571428571428571,0.14285714285714285,0.0,False,False,True,"[""L6""]","[""L6""]",0.0
ruler_qa_squad_16k:0184,ruler_qa_squad_16k,22,0.13636363636363635,0.09090909090909091,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_qa_squad_16k:0305,ruler_qa_squad_16k,2,0.0,0.0,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_qa_squad_16k:0424,ruler_qa_squad_16k,9,0.0,0.0,0.0,False,False,True,"[""L6""]","[""L6""]",0.0
ruler_qa_squad_16k:0429,ruler_qa_squad_16k,75,0.13333333333333333,0.14666666666666667,0.0,False,False,True,"[""OFF""]","[""OFF""]",0.0
ruler_qa_squad_16k:0432,ruler_qa_squad_16k,20,0.15,0.25,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_qa_squad_16k:0444,ruler_qa_squad_16k,11,0.36363636363636365,0.09090909090909091,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_qa_squad_16k:0445,ruler_qa_squad_16k,15,0.0,0.2,0.0,False,False,True,"[""OFF""]","[""OFF""]",0.0
ruler_qa_squad_16k:0458,ruler_qa_squad_16k,1,0.0,0.0,0.0,False,False,True,"[""L24""]","[""L24""]",0.0
ruler_qa_squad_16k:0472,ruler_qa_squad_16k,52,0.09615384615384616,0.057692307692307696,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_qa_squad_16k:0491,ruler_qa_squad_16k,19,0.05263157894736842,0.15789473684210525,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_vt_16k:0008,ruler_vt_16k,1,0.0,0.0,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_vt_16k:0024,ruler_vt_16k,4,0.25,0.25,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_vt_16k:0044,ruler_vt_16k,14,0.42857142857142855,0.21428571428571427,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_vt_16k:0045,ruler_vt_16k,1,0.0,0.0,0.0,False,False,True,"[""L6""]","[""L6""]",0.0
ruler_vt_16k:0048,ruler_vt_16k,20,0.1,0.2,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_vt_16k:0050,ruler_vt_16k,32,0.25,0.125,0.0,False,False,True,"[""ALL""]","[""ALL""]",0.0
ruler_vt_16k:0057,ruler_vt_16k,7,0.0,0.2857142857142857,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_vt_16k:0063,ruler_vt_16k,69,0.2463768115942029,0.08695652173913043,0.0,False,False,True,"[""ALL""]","[""ALL""]",0.0
ruler_vt_16k:0065,ruler_vt_16k,27,0.37037037037037035,0.14814814814814814,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_vt_16k:0070,ruler_vt_16k,19,0.3157894736842105,0.2631578947368421,0.0,False,False,True,"[""ALL""]","[""ALL""]",0.0
ruler_vt_16k:0083,ruler_vt_16k,5,0.0,0.2,0.0,False,False,True,"[""L24""]","[""L24""]",0.0
ruler_vt_16k:0086,ruler_vt_16k,38,0.10526315789473684,0.13157894736842105,0.0,False,False,True,"[""L24""]","[""L24""]",0.0
ruler_vt_16k:0091,ruler_vt_16k,9,0.1111111111111111,0.2222222222222222,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_vt_16k:0093,ruler_vt_16k,25,0.08,0.28,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_vt_16k:0098,ruler_vt_16k,7,0.2857142857142857,0.2857142857142857,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_vt_16k:0108,ruler_vt_16k,2,0.5,0.5,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_vt_16k:0113,ruler_vt_16k,3,0.3333333333333333,0.0,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_vt_16k:0123,ruler_vt_16k,1,0.0,0.0,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_vt_16k:0139,ruler_vt_16k,8,0.125,0.25,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_vt_16k:0140,ruler_vt_16k,8,0.0,0.125,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_vt_16k:0149,ruler_vt_16k,3,0.0,0.0,0.0,False,False,True,"[""ALL""]","[""ALL""]",0.0
ruler_vt_16k:0157,ruler_vt_16k,51,0.0784313725490196,0.11764705882352941,0.0,False,False,True,"[""L24""]","[""L24""]",0.0
ruler_vt_16k:0160,ruler_vt_16k,6,0.3333333333333333,0.0,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_vt_16k:0164,ruler_vt_16k,11,0.18181818181818182,0.2727272727272727,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_vt_16k:0165,ruler_vt_16k,2,0.0,0.0,0.0,False,False,True,"[""L6""]","[""L6""]",0.0
ruler_vt_16k:0170,ruler_vt_16k,6,0.0,0.3333333333333333,0.0,False,False,True,"[""L24""]","[""L24""]",0.0
ruler_vt_16k:0172,ruler_vt_16k,15,0.06666666666666667,0.3333333333333333,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_vt_16k:0188,ruler_vt_16k,89,0.1797752808988764,0.16853932584269662,0.0,False,False,True,"[""L6""]","[""L6""]",0.0
ruler_vt_16k:0194,ruler_vt_16k,136,0.35294117647058826,0.125,0.0,False,False,True,"[""ALL""]","[""ALL""]",0.0
ruler_vt_16k:0196,ruler_vt_16k,6,0.3333333333333333,0.16666666666666666,0.0,False,False,True,"[""OFF""]","[""OFF""]",0.0
ruler_vt_16k:0199,ruler_vt_16k,29,0.1724137931034483,0.06896551724137931,0.0,False,False,True,"[""L6""]","[""L6""]",0.0
ruler_vt_16k:0203,ruler_vt_16k,3,0.0,0.0,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_vt_16k:0220,ruler_vt_16k,13,0.0,0.15384615384615385,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_vt_16k:0223,ruler_vt_16k,35,0.08571428571428572,0.14285714285714285,0.0,False,False,True,"[""ALL""]","[""ALL""]",0.0
ruler_vt_16k:0237,ruler_vt_16k,232,0.10344827586206896,0.12931034482758622,0.0,False,False,True,"[""ALL""]","[""ALL""]",0.0
ruler_vt_16k:0270,ruler_vt_16k,5,0.0,0.4,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_vt_16k:0272,ruler_vt_16k,15,0.06666666666666667,0.13333333333333333,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_vt_16k:0277,ruler_vt_16k,23,0.13043478260869565,0.30434782608695654,0.0,False,False,True,"[""ALL""]","[""ALL""]",0.0
ruler_vt_16k:0279,ruler_vt_16k,10,0.0,0.1,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_vt_16k:0286,ruler_vt_16k,91,0.2857142857142857,0.17582417582417584,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_vt_16k:0295,ruler_vt_16k,22,0.0,0.09090909090909091,0.0,False,False,True,"[""L24""]","[""L24""]",0.0
ruler_vt_16k:0299,ruler_vt_16k,35,0.22857142857142856,0.2857142857142857,0.0,False,False,True,"[""L6""]","[""L6""]",0.0
ruler_vt_16k:0310,ruler_vt_16k,6,0.0,0.16666666666666666,0.0,False,False,True,"[""L24""]","[""L24""]",0.0
ruler_vt_16k:0317,ruler_vt_16k,1,0.0,1.0,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_vt_16k:0322,ruler_vt_16k,2,0.0,0.5,0.0,False,False,True,"[""OFF""]","[""OFF""]",0.0
ruler_vt_16k:0333,ruler_vt_16k,47,0.1276595744680851,0.1702127659574468,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_vt_16k:0342,ruler_vt_16k,116,0.06896551724137931,0.14655172413793102,0.0,False,False,True,"[""OFF""]","[""OFF""]",0.0
ruler_vt_16k:0352,ruler_vt_16k,140,0.18571428571428572,0.2,0.0,False,False,True,"[""ALL""]","[""ALL""]",0.0
ruler_vt_16k:0358,ruler_vt_16k,69,0.2028985507246377,0.11594202898550725,0.0,False,False,True,"[""L24""]","[""L24""]",0.0
ruler_vt_16k:0362,ruler_vt_16k,19,0.10526315789473684,0.05263157894736842,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_vt_16k:0372,ruler_vt_16k,28,0.10714285714285714,0.03571428571428571,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_vt_16k:0373,ruler_vt_16k,37,0.16216216216216217,0.10810810810810811,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_vt_16k:0376,ruler_vt_16k,4,0.25,0.0,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_vt_16k:0381,ruler_vt_16k,14,0.0,0.2857142857142857,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_vt_16k:0394,ruler_vt_16k,1,0.0,0.0,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_vt_16k:0396,ruler_vt_16k,1,0.0,0.0,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_vt_16k:0400,ruler_vt_16k,57,0.21052631578947367,0.12280701754385964,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_vt_16k:0405,ruler_vt_16k,3,0.0,0.6666666666666666,0.0,False,False,True,"[""OFF""]","[""OFF""]",0.0
ruler_vt_16k:0416,ruler_vt_16k,57,0.2631578947368421,0.21052631578947367,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_vt_16k:0418,ruler_vt_16k,1,0.0,1.0,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_vt_16k:0420,ruler_vt_16k,102,0.16666666666666666,0.11764705882352941,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_vt_16k:0421,ruler_vt_16k,2,0.0,0.0,0.0,False,False,True,"[""L12""]","[""L12""]",0.0
ruler_vt_16k:0422,ruler_vt_16k,9,0.2222222222222222,0.1111111111111111,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_vt_16k:0425,ruler_vt_16k,33,0.06060606060606061,0.3333333333333333,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
ruler_vt_16k:0445,ruler_vt_16k,83,0.1566265060240964,0.0963855421686747,0.0,False,False,True,"[""L24""]","[""L24""]",0.0
ruler_vt_16k:0451,ruler_vt_16k,2,0.0,0.5,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_vt_16k:0454,ruler_vt_16k,112,0.15178571428571427,0.11607142857142858,0.0,False,False,True,"[""L18""]","[""L18""]",0.0
ruler_vt_16k:0456,ruler_vt_16k,3,0.0,0.3333333333333333,0.0,False,False,True,"[""OFF""]","[""OFF""]",0.0
ruler_vt_16k:0470,ruler_vt_16k,1,0.0,1.0,0.0,False,False,True,"[""OFF""]","[""OFF""]",0.0
ruler_vt_16k:0477,ruler_vt_16k,85,0.11764705882352941,0.11764705882352941,0.0,False,False,True,"[""L24""]","[""L24""]",0.0
ruler_vt_16k:0499,ruler_vt_16k,7,0.14285714285714285,0.42857142857142855,0.0,False,False,True,"[""L0""]","[""L0""]",0.0
