sample_id,task,T,samplebest_reward,native_reward,r2_reward,off_reward,native_switch_count,r2_switch_count,r2_A,r2_B,r2_tau,r2_tau_normalized,r2_minus_native,r2_minus_samplebest,candidate_count,winning_candidate_id,derived_label
ruler_fwe_16k:0298,ruler_fwe_16k,15,0.6666666666666666,1.0,1.0,0.6666666666666666,3,1,L0,L6,2,0.13333333333333333,0.0,0.33333333333333337,588,r2-0798-100-021643360d32,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_fwe_16k:0321,ruler_fwe_16k,14,0.6666666666666666,1.0,1.0,0.6666666666666666,6,1,L6,L18,2,0.14285714285714285,0.0,0.33333333333333337,546,r2-0821-197-01225bb22376,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_fwe_16k:0324,ruler_fwe_16k,15,0.6666666666666666,1.0,1.0,0.6666666666666666,3,1,L12,L0,7,0.4666666666666667,0.0,0.33333333333333337,588,r2-0824-273-4b72e3fd6555,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_fwe_16k:0351,ruler_fwe_16k,15,0.6666666666666666,1.0,1.0,0.6666666666666666,1,1,L0,L12,1,0.06666666666666667,0.0,0.33333333333333337,588,r2-0851-113-b688f6bd8c3b,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_fwe_16k:0372,ruler_fwe_16k,15,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1,1,L0,L6,1,0.06666666666666667,0.0,0.3333333333333333,588,r2-0872-099-7f28e765632d,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_fwe_16k:0373,ruler_fwe_16k,15,0.6666666666666666,1.0,1.0,0.6666666666666666,1,1,L6,L12,1,0.06666666666666667,0.0,0.33333333333333337,588,r2-0873-197-1543eb0fa726,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_fwe_16k:0386,ruler_fwe_16k,15,0.6666666666666666,1.0,1.0,0.6666666666666666,1,1,L12,L0,1,0.06666666666666667,0.0,0.33333333333333337,588,r2-0886-267-e4b8b3e9ba48,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_fwe_16k:0402,ruler_fwe_16k,14,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,4,1,OFF,L0,1,0.07142857142857142,-0.33333333333333337,0.0,546,r2-0902-001-00c10c5e40c7,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_fwe_16k:0472,ruler_fwe_16k,14,0.6666666666666666,1.0,1.0,0.6666666666666666,5,1,L12,L6,3,0.21428571428571427,0.0,0.33333333333333337,546,r2-0972-263-ad32d8daab06,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_fwe_16k:0478,ruler_fwe_16k,15,0.6666666666666666,1.0,1.0,0.6666666666666666,1,1,OFF,L18,1,0.06666666666666667,0.0,0.33333333333333337,588,r2-0978-043-c954330d5579,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_fwe_16k:0488,ruler_fwe_16k,15,0.6666666666666666,1.0,1.0,0.6666666666666666,1,1,L0,L12,1,0.06666666666666667,0.0,0.33333333333333337,588,r2-0988-113-b688f6bd8c3b,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_fwe_16k:0498,ruler_fwe_16k,15,0.6666666666666666,1.0,1.0,0.6666666666666666,1,1,L6,L12,1,0.06666666666666667,0.0,0.33333333333333337,588,r2-0998-197-1543eb0fa726,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multikey_1_16k:0432,ruler_niah_multikey_1_16k,15,0.0,1.0,1.0,0.0,1,1,L6,L18,1,0.06666666666666667,0.0,1.0,588,r2-2932-211-8ea5fab65e87,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multikey_2_16k:0045,ruler_niah_multikey_2_16k,15,0.0,1.0,1.0,0.0,2,1,L0,L12,2,0.13333333333333333,0.0,1.0,588,r2-3045-114-1b05d62707e6,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multikey_2_16k:0116,ruler_niah_multikey_2_16k,15,0.0,1.0,1.0,0.0,1,1,L12,ALL,1,0.06666666666666667,0.0,1.0,588,r2-3116-323-af93519080d9,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multikey_2_16k:0331,ruler_niah_multikey_2_16k,15,0.0,1.0,1.0,0.0,1,1,L0,OFF,1,0.06666666666666667,0.0,1.0,588,r2-3331-085-724644ea497a,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multikey_2_16k:0482,ruler_niah_multikey_2_16k,15,0.0,1.0,1.0,0.0,1,1,L6,L12,1,0.06666666666666667,0.0,1.0,588,r2-3482-197-1543eb0fa726,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multikey_3_16k:0071,ruler_niah_multikey_3_16k,14,0.0,1.0,1.0,0.0,2,1,ALL,OFF,4,0.2857142857142857,0.0,1.0,546,r2-3571-472-689ba30a12b5,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multikey_3_16k:0074,ruler_niah_multikey_3_16k,15,0.0,1.0,1.0,0.0,1,1,L0,OFF,1,0.06666666666666667,0.0,1.0,588,r2-3574-085-724644ea497a,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multikey_3_16k:0108,ruler_niah_multikey_3_16k,15,0.0,1.0,1.0,0.0,1,1,OFF,L0,1,0.06666666666666667,0.0,1.0,588,r2-3608-001-54ed3fb84f17,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multikey_3_16k:0138,ruler_niah_multikey_3_16k,15,0.0,1.0,1.0,0.0,1,1,L0,L12,1,0.06666666666666667,0.0,1.0,588,r2-3638-113-b688f6bd8c3b,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multikey_3_16k:0145,ruler_niah_multikey_3_16k,14,0.0,1.0,1.0,0.0,3,1,OFF,ALL,2,0.14285714285714285,0.0,1.0,546,r2-3645-067-ca99861e6af4,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multikey_3_16k:0202,ruler_niah_multikey_3_16k,15,0.0,1.0,0.0,0.0,2,1,OFF,L0,1,0.06666666666666667,-1.0,0.0,588,r2-3702-001-54ed3fb84f17,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multikey_3_16k:0208,ruler_niah_multikey_3_16k,15,0.0,1.0,1.0,0.0,1,1,L6,L0,1,0.06666666666666667,0.0,1.0,588,r2-3708-183-a8725c6c130c,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multikey_3_16k:0212,ruler_niah_multikey_3_16k,14,0.0,1.0,1.0,0.0,1,1,L6,OFF,1,0.07142857142857142,0.0,1.0,546,r2-3712-157-2e01597a0dcf,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multikey_3_16k:0217,ruler_niah_multikey_3_16k,15,0.0,1.0,1.0,0.0,1,1,OFF,L0,1,0.06666666666666667,0.0,1.0,588,r2-3717-001-54ed3fb84f17,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multikey_3_16k:0220,ruler_niah_multikey_3_16k,15,0.0,1.0,1.0,0.0,1,1,L0,L6,1,0.06666666666666667,0.0,1.0,588,r2-3720-099-7f28e765632d,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multikey_3_16k:0253,ruler_niah_multikey_3_16k,14,0.0,1.0,1.0,0.0,4,1,OFF,ALL,3,0.21428571428571427,0.0,1.0,546,r2-3753-068-5a5e47369aed,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multikey_3_16k:0362,ruler_niah_multikey_3_16k,15,0.0,1.0,1.0,0.0,3,1,L12,ALL,2,0.13333333333333333,0.0,1.0,588,r2-3862-324-1e3eea7d54fd,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multikey_3_16k:0429,ruler_niah_multikey_3_16k,14,0.0,1.0,1.0,0.0,1,1,L0,L12,1,0.07142857142857142,0.0,1.0,546,r2-3929-105-674afe9cfb97,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multikey_3_16k:0464,ruler_niah_multikey_3_16k,15,0.0,1.0,0.0,0.0,7,1,OFF,L0,1,0.06666666666666667,-1.0,0.0,588,r2-3964-001-54ed3fb84f17,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multiquery_16k:0001,ruler_niah_multiquery_16k,15,0.75,1.0,1.0,0.75,3,1,L18,L0,2,0.13333333333333333,0.0,0.25,588,r2-4501-352-22016fca57f4,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multiquery_16k:0063,ruler_niah_multiquery_16k,15,0.75,1.0,1.0,0.75,1,1,L24,L12,1,0.06666666666666667,0.0,0.25,588,r2-4563-463-5da0c889f412,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multiquery_16k:0068,ruler_niah_multiquery_16k,15,0.75,1.0,0.75,0.75,4,1,OFF,L0,1,0.06666666666666667,-0.25,0.0,588,r2-4568-001-54ed3fb84f17,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multiquery_16k:0082,ruler_niah_multiquery_16k,15,0.75,1.0,1.0,0.75,5,1,L12,L0,3,0.2,0.0,0.25,588,r2-4582-269-7ef73310eeee,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multiquery_16k:0100,ruler_niah_multiquery_16k,15,0.75,1.0,1.0,0.75,1,1,OFF,L18,1,0.06666666666666667,0.0,0.25,588,r2-4600-043-c954330d5579,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multiquery_16k:0129,ruler_niah_multiquery_16k,15,0.75,1.0,1.0,0.75,1,1,L6,L0,1,0.06666666666666667,0.0,0.25,588,r2-4629-183-a8725c6c130c,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multiquery_16k:0131,ruler_niah_multiquery_16k,15,0.75,1.0,1.0,0.75,1,1,OFF,ALL,1,0.06666666666666667,0.0,0.25,588,r2-4631-071-40bacd68ebfc,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multiquery_16k:0147,ruler_niah_multiquery_16k,15,0.75,1.0,1.0,0.75,1,1,L12,L24,1,0.06666666666666667,0.0,0.25,588,r2-4647-309-82f685b13951,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multiquery_16k:0201,ruler_niah_multiquery_16k,15,0.75,1.0,1.0,0.5,1,1,L0,L18,1,0.06666666666666667,0.0,0.25,588,r2-4701-127-81491a22e03f,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multiquery_16k:0381,ruler_niah_multiquery_16k,15,0.75,1.0,1.0,0.75,1,1,L18,L0,1,0.06666666666666667,0.0,0.25,588,r2-4881-351-3c8c81dcbbc2,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multiquery_16k:0404,ruler_niah_multiquery_16k,15,0.75,1.0,1.0,0.75,1,1,L24,L6,1,0.06666666666666667,0.0,0.25,588,r2-4904-449-6563e4d0ff99,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multiquery_16k:0454,ruler_niah_multiquery_16k,15,0.5,1.0,1.0,0.5,1,1,L0,OFF,1,0.06666666666666667,0.0,0.5,588,r2-4954-085-724644ea497a,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multivalue_16k:0060,ruler_niah_multivalue_16k,15,0.75,1.0,1.0,0.75,1,1,L6,L18,1,0.06666666666666667,0.0,0.25,588,r2-4060-211-8ea5fab65e87,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multivalue_16k:0144,ruler_niah_multivalue_16k,15,0.75,1.0,1.0,0.75,2,1,L6,L18,2,0.13333333333333333,0.0,0.25,588,r2-4144-212-41ec6cb9cabd,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multivalue_16k:0192,ruler_niah_multivalue_16k,15,0.75,1.0,1.0,0.75,1,1,OFF,L0,1,0.06666666666666667,0.0,0.25,588,r2-4192-001-54ed3fb84f17,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multivalue_16k:0245,ruler_niah_multivalue_16k,15,0.75,1.0,1.0,0.75,1,1,L6,L12,1,0.06666666666666667,0.0,0.25,588,r2-4245-197-1543eb0fa726,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multivalue_16k:0266,ruler_niah_multivalue_16k,15,0.75,1.0,1.0,0.75,3,1,ALL,OFF,3,0.2,0.0,0.25,588,r2-4266-507-f225b911b588,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multivalue_16k:0288,ruler_niah_multivalue_16k,15,0.75,1.0,1.0,0.75,1,1,OFF,L24,1,0.06666666666666667,0.0,0.25,588,r2-4288-057-47e4b8f4eee5,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multivalue_16k:0496,ruler_niah_multivalue_16k,15,0.75,1.0,1.0,0.75,2,1,L24,ALL,3,0.2,0.0,0.25,588,r2-4496-493-8bd987e3760b,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_niah_multivalue_16k:0498,ruler_niah_multivalue_16k,15,0.5,1.0,1.0,0.5,3,1,L18,L0,2,0.13333333333333333,0.0,0.5,588,r2-4498-352-22016fca57f4,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_hotpotqa_16k:0006,ruler_qa_hotpotqa_16k,14,0.0,1.0,0.0,0.0,4,1,OFF,L0,1,0.07142857142857142,-1.0,0.0,546,r2-5506-001-00c10c5e40c7,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_hotpotqa_16k:0023,ruler_qa_hotpotqa_16k,14,0.0,1.0,1.0,0.0,2,1,L12,L0,4,0.2857142857142857,0.0,1.0,546,r2-5523-251-68895d92d32b,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_hotpotqa_16k:0031,ruler_qa_hotpotqa_16k,14,0.0,1.0,1.0,0.0,3,1,L0,L24,3,0.21428571428571427,0.0,1.0,546,r2-5531-133-56e84df3c918,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_hotpotqa_16k:0035,ruler_qa_hotpotqa_16k,14,0.0,1.0,1.0,0.0,1,1,L24,L0,1,0.07142857142857142,0.0,1.0,546,r2-5535-404-f9c8ef84b496,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_hotpotqa_16k:0059,ruler_qa_hotpotqa_16k,14,0.0,1.0,1.0,0.0,1,1,L18,L0,1,0.07142857142857142,0.0,1.0,546,r2-5559-326-507499c73527,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_hotpotqa_16k:0085,ruler_qa_hotpotqa_16k,14,0.0,1.0,1.0,0.0,1,1,OFF,L0,2,0.14285714285714285,0.0,1.0,546,r2-5585-002-ae1bc279f97f,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_hotpotqa_16k:0118,ruler_qa_hotpotqa_16k,14,0.0,1.0,1.0,0.0,1,1,L6,L12,1,0.07142857142857142,0.0,1.0,546,r2-5618-183-7e3afe1a0555,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_hotpotqa_16k:0140,ruler_qa_hotpotqa_16k,13,0.0,1.0,1.0,0.0,1,1,OFF,L18,1,0.07692307692307693,0.0,1.0,504,r2-5640-037-074ea30bc66e,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_hotpotqa_16k:0142,ruler_qa_hotpotqa_16k,15,0.0,1.0,1.0,0.0,1,1,OFF,ALL,1,0.06666666666666667,0.0,1.0,588,r2-5642-071-40bacd68ebfc,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_hotpotqa_16k:0161,ruler_qa_hotpotqa_16k,13,0.0,1.0,1.0,0.0,1,1,OFF,ALL,1,0.07692307692307693,0.0,1.0,504,r2-5661-061-1fef6ff25b35,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_hotpotqa_16k:0191,ruler_qa_hotpotqa_16k,13,0.0,1.0,0.0,0.0,3,1,OFF,L0,1,0.07692307692307693,-1.0,0.0,504,r2-5691-001-4913fc784871,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_hotpotqa_16k:0239,ruler_qa_hotpotqa_16k,14,0.0,1.0,1.0,0.0,4,1,ALL,L12,2,0.14285714285714285,0.0,1.0,546,r2-5739-509-c07523dc24aa,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_hotpotqa_16k:0312,ruler_qa_hotpotqa_16k,14,0.0,1.0,1.0,0.0,3,1,L6,L0,3,0.21428571428571427,0.0,1.0,546,r2-5812-172-da598deb1584,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_hotpotqa_16k:0337,ruler_qa_hotpotqa_16k,14,0.0,1.0,1.0,0.0,1,1,L12,L0,1,0.07142857142857142,0.0,1.0,546,r2-5837-248-0d5df28e1e59,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_hotpotqa_16k:0348,ruler_qa_hotpotqa_16k,14,0.0,1.0,1.0,0.0,1,1,L0,L6,1,0.07142857142857142,0.0,1.0,546,r2-5848-092-c96e60f47906,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_hotpotqa_16k:0454,ruler_qa_hotpotqa_16k,15,0.0,1.0,1.0,0.0,2,1,L24,ALL,2,0.13333333333333333,0.0,1.0,588,r2-5954-492-a82c58e42b5b,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_hotpotqa_16k:0478,ruler_qa_hotpotqa_16k,15,0.0,1.0,1.0,0.0,1,1,L18,L6,1,0.06666666666666667,0.0,1.0,588,r2-5978-365-e4c6d1325990,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_hotpotqa_16k:0493,ruler_qa_hotpotqa_16k,15,0.0,1.0,1.0,0.0,1,1,OFF,ALL,1,0.06666666666666667,0.0,1.0,588,r2-5993-071-40bacd68ebfc,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_squad_16k:0033,ruler_qa_squad_16k,14,0.0,1.0,1.0,0.0,2,1,L18,L12,2,0.14285714285714285,0.0,1.0,546,r2-5033-353-756641095ae6,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_squad_16k:0056,ruler_qa_squad_16k,13,0.0,1.0,0.0,0.0,2,1,OFF,L0,1,0.07692307692307693,-1.0,0.0,504,r2-5056-001-4913fc784871,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_squad_16k:0085,ruler_qa_squad_16k,15,0.0,1.0,1.0,0.0,1,1,ALL,OFF,1,0.06666666666666667,0.0,1.0,588,r2-5085-505-60f6909e22a2,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_squad_16k:0141,ruler_qa_squad_16k,12,0.0,1.0,1.0,0.0,1,1,OFF,L6,1,0.08333333333333333,0.0,1.0,462,r2-5141-012-f71be101abbb,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_squad_16k:0161,ruler_qa_squad_16k,12,0.0,1.0,1.0,0.0,3,1,L6,L0,5,0.4166666666666667,0.0,1.0,462,r2-5161-148-912c5870a38b,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_squad_16k:0172,ruler_qa_squad_16k,12,0.0,1.0,1.0,0.0,1,1,ALL,L6,1,0.08333333333333333,0.0,1.0,462,r2-5172-419-534d137e4be9,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_squad_16k:0184,ruler_qa_squad_16k,12,0.0,1.0,1.0,0.0,5,1,ALL,L0,2,0.16666666666666666,0.0,1.0,462,r2-5184-409-d4c6f55fa527,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_squad_16k:0305,ruler_qa_squad_16k,12,0.0,1.0,1.0,0.0,3,1,OFF,ALL,6,0.5,0.0,1.0,462,r2-5305-061-dafb2559736c,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_squad_16k:0424,ruler_qa_squad_16k,13,0.0,1.0,1.0,0.0,2,1,ALL,OFF,3,0.23076923076923078,0.0,1.0,504,r2-5424-435-22466687eacf,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_squad_16k:0432,ruler_qa_squad_16k,13,0.0,1.0,1.0,0.0,1,1,OFF,L6,1,0.07692307692307693,0.0,1.0,504,r2-5432-013-d136b875c336,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_squad_16k:0444,ruler_qa_squad_16k,12,0.0,1.0,1.0,0.0,2,1,ALL,L6,2,0.16666666666666666,0.0,1.0,462,r2-5444-420-a0f9650f3901,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_squad_16k:0445,ruler_qa_squad_16k,12,0.0,1.0,1.0,0.0,2,1,L0,L6,2,0.16666666666666666,0.0,1.0,462,r2-5445-079-8276f74b73f4,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_squad_16k:0458,ruler_qa_squad_16k,12,0.0,1.0,1.0,0.0,3,1,L6,L0,6,0.5,0.0,1.0,462,r2-5458-149-ff45c3e6e294,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_squad_16k:0472,ruler_qa_squad_16k,12,0.0,1.0,1.0,0.0,1,1,L0,OFF,1,0.08333333333333333,0.0,1.0,462,r2-5472-067-c3e74e483724,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_qa_squad_16k:0491,ruler_qa_squad_16k,14,0.0,1.0,1.0,0.0,1,1,ALL,L12,1,0.07142857142857142,0.0,1.0,546,r2-5491-508-4d036dfc3922,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0008,ruler_vt_16k,15,0.4,0.8,0.8,0.4,2,1,ALL,L12,12,0.8,0.0,0.4,588,r2-6008-558-f2430a0aede5,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0024,ruler_vt_16k,15,0.8,1.0,1.0,0.8,4,1,L24,ALL,2,0.13333333333333333,0.0,0.19999999999999996,588,r2-6024-492-a82c58e42b5b,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0044,ruler_vt_16k,15,0.8,1.0,1.0,0.8,1,1,OFF,L0,1,0.06666666666666667,0.0,0.19999999999999996,588,r2-6044-001-54ed3fb84f17,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0045,ruler_vt_16k,15,0.2,0.8,0.8,0.2,2,1,ALL,L18,6,0.4,0.0,0.6000000000000001,588,r2-6045-566-da08082913f1,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0048,ruler_vt_16k,15,0.2,0.4,0.4,0.2,1,1,L0,L12,1,0.06666666666666667,0.0,0.2,588,r2-6048-113-b688f6bd8c3b,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0050,ruler_vt_16k,15,0.6,1.0,1.0,0.6,1,1,OFF,L0,1,0.06666666666666667,0.0,0.4,588,r2-6050-001-54ed3fb84f17,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
ruler_vt_16k:0057,ruler_vt_16k,15,0.4,0.8,0.8,0.2,5,1,L6,ALL,6,0.4,0.0,0.4,588,r2-6057-244-96bb36013c45,POSTHOC_DERIVED_FROM_FROZEN_FORMAL_R2
