experiment	sample_id	task	sample_best	native	condition	native_minus_condition
reverse	ruler_niah_multikey_3_16k:0253	ruler_niah_multikey_3_16k	0.0	1.0	0.0	1.0
reverse	ruler_niah_multikey_3_16k:0362	ruler_niah_multikey_3_16k	0.0	1.0	0.0	1.0
reverse	ruler_niah_multikey_3_16k:0394	ruler_niah_multikey_3_16k	0.0	1.0	0.0	1.0
reverse	ruler_niah_multikey_3_16k:0429	ruler_niah_multikey_3_16k	0.0	1.0	0.0	1.0
reverse	ruler_niah_multikey_3_16k:0464	ruler_niah_multikey_3_16k	0.0	1.0	0.0	1.0
reverse	ruler_niah_multiquery_16k:0001	ruler_niah_multiquery_16k	0.75	1.0	0.75	0.25
reverse	ruler_niah_multiquery_16k:0063	ruler_niah_multiquery_16k	0.75	1.0	0.75	0.25
reverse	ruler_niah_multiquery_16k:0068	ruler_niah_multiquery_16k	0.75	1.0	0.75	0.25
reverse	ruler_niah_multiquery_16k:0082	ruler_niah_multiquery_16k	0.75	1.0	0.75	0.25
reverse	ruler_niah_multiquery_16k:0100	ruler_niah_multiquery_16k	0.75	1.0	0.75	0.25
reverse	ruler_niah_multiquery_16k:0129	ruler_niah_multiquery_16k	0.75	1.0	0.75	0.25
reverse	ruler_niah_multiquery_16k:0131	ruler_niah_multiquery_16k	0.75	1.0	0.75	0.25
reverse	ruler_niah_multiquery_16k:0147	ruler_niah_multiquery_16k	0.75	1.0	0.75	0.25
reverse	ruler_niah_multiquery_16k:0201	ruler_niah_multiquery_16k	0.75	1.0	0.5	0.5
reverse	ruler_niah_multiquery_16k:0381	ruler_niah_multiquery_16k	0.75	1.0	0.75	0.25
reverse	ruler_niah_multiquery_16k:0404	ruler_niah_multiquery_16k	0.75	1.0	0.75	0.25
reverse	ruler_niah_multiquery_16k:0454	ruler_niah_multiquery_16k	0.5	1.0	0.5	0.5
reverse	ruler_niah_multivalue_16k:0060	ruler_niah_multivalue_16k	0.75	1.0	0.75	0.25
reverse	ruler_niah_multivalue_16k:0144	ruler_niah_multivalue_16k	0.75	1.0	0.75	0.25
reverse	ruler_niah_multivalue_16k:0192	ruler_niah_multivalue_16k	0.75	1.0	0.75	0.25
reverse	ruler_niah_multivalue_16k:0245	ruler_niah_multivalue_16k	0.75	1.0	0.75	0.25
reverse	ruler_niah_multivalue_16k:0266	ruler_niah_multivalue_16k	0.75	1.0	0.75	0.25
reverse	ruler_niah_multivalue_16k:0288	ruler_niah_multivalue_16k	0.75	1.0	0.75	0.25
reverse	ruler_niah_multivalue_16k:0496	ruler_niah_multivalue_16k	0.75	1.0	0.75	0.25
reverse	ruler_niah_multivalue_16k:0498	ruler_niah_multivalue_16k	0.5	1.0	0.5	0.5
reverse	ruler_qa_hotpotqa_16k:0006	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_hotpotqa_16k:0023	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_hotpotqa_16k:0031	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_hotpotqa_16k:0059	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_hotpotqa_16k:0085	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_hotpotqa_16k:0118	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_hotpotqa_16k:0140	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_hotpotqa_16k:0191	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_hotpotqa_16k:0312	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_hotpotqa_16k:0337	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_hotpotqa_16k:0348	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_hotpotqa_16k:0364	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_hotpotqa_16k:0454	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_hotpotqa_16k:0493	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_squad_16k:0033	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_squad_16k:0056	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_squad_16k:0085	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_squad_16k:0141	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_squad_16k:0161	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_squad_16k:0172	ruler_qa_squad_16k	0.0	1.0	1.0	0.0
reverse	ruler_qa_squad_16k:0184	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_squad_16k:0305	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_squad_16k:0363	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_squad_16k:0424	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_squad_16k:0429	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_squad_16k:0432	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_squad_16k:0444	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_squad_16k:0445	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_squad_16k:0458	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_squad_16k:0472	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reverse	ruler_qa_squad_16k:0491	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reverse	ruler_vt_16k:0008	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0024	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0044	ruler_vt_16k	0.8	1.0	1.0	0.0
reverse	ruler_vt_16k:0045	ruler_vt_16k	0.2	0.8	0.2	0.6000000000000001
reverse	ruler_vt_16k:0048	ruler_vt_16k	0.2	0.4	0.2	0.2
reverse	ruler_vt_16k:0050	ruler_vt_16k	0.6	1.0	0.6	0.4
reverse	ruler_vt_16k:0057	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0063	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0065	ruler_vt_16k	0.4	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0070	ruler_vt_16k	0.4	0.6	0.4	0.19999999999999996
reverse	ruler_vt_16k:0083	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0086	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0091	ruler_vt_16k	0.6	0.8	0.6	0.20000000000000007
reverse	ruler_vt_16k:0093	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0098	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0108	ruler_vt_16k	0.6	0.8	0.6	0.20000000000000007
reverse	ruler_vt_16k:0113	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0123	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0139	ruler_vt_16k	0.4	1.0	0.4	0.6
reverse	ruler_vt_16k:0140	ruler_vt_16k	0.6	0.8	0.2	0.6000000000000001
reverse	ruler_vt_16k:0149	ruler_vt_16k	0.8	1.0	0.2	0.8
reverse	ruler_vt_16k:0157	ruler_vt_16k	0.6	1.0	0.6	0.4
reverse	ruler_vt_16k:0160	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0164	ruler_vt_16k	0.6	0.8	0.6	0.20000000000000007
reverse	ruler_vt_16k:0165	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0170	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0172	ruler_vt_16k	0.4	0.6	0.4	0.19999999999999996
reverse	ruler_vt_16k:0183	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0188	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0194	ruler_vt_16k	0.4	0.8	0.8	0.0
reverse	ruler_vt_16k:0196	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0199	ruler_vt_16k	0.4	0.6	0.4	0.19999999999999996
reverse	ruler_vt_16k:0203	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0220	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0223	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0226	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0237	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0240	ruler_vt_16k	0.4	1.0	0.4	0.6
reverse	ruler_vt_16k:0270	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0272	ruler_vt_16k	0.4	0.8	0.8	0.0
reverse	ruler_vt_16k:0277	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0279	ruler_vt_16k	0.4	1.0	0.4	0.6
reverse	ruler_vt_16k:0286	ruler_vt_16k	0.6	0.8	0.8	0.0
reverse	ruler_vt_16k:0295	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0299	ruler_vt_16k	0.4	1.0	0.4	0.6
reverse	ruler_vt_16k:0310	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0317	ruler_vt_16k	0.2	0.8	0.2	0.6000000000000001
reverse	ruler_vt_16k:0322	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0323	ruler_vt_16k	0.6	0.8	0.6	0.20000000000000007
reverse	ruler_vt_16k:0333	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0342	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0352	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0358	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0362	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0372	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0373	ruler_vt_16k	0.2	0.8	0.8	0.0
reverse	ruler_vt_16k:0376	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0381	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0394	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0396	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0400	ruler_vt_16k	0.6	1.0	0.2	0.8
reverse	ruler_vt_16k:0404	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0405	ruler_vt_16k	0.6	0.8	0.6	0.20000000000000007
reverse	ruler_vt_16k:0416	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0418	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0420	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0421	ruler_vt_16k	0.2	0.8	0.2	0.6000000000000001
reverse	ruler_vt_16k:0422	ruler_vt_16k	0.4	1.0	0.4	0.6
reverse	ruler_vt_16k:0425	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0445	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0451	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0454	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0456	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0470	ruler_vt_16k	0.4	0.8	0.4	0.4
reverse	ruler_vt_16k:0477	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reverse	ruler_vt_16k:0485	ruler_vt_16k	0.6	0.8	0.6	0.20000000000000007
reverse	ruler_vt_16k:0499	ruler_vt_16k	0.4	0.8	0.4	0.4
reset	ruler_fwe_16k:0010	ruler_fwe_16k	0.6666666666666666	1.0	0.6666666666666666	0.33333333333333337
reset	ruler_fwe_16k:0088	ruler_fwe_16k	0.6666666666666666	1.0	0.6666666666666666	0.33333333333333337
reset	ruler_fwe_16k:0108	ruler_fwe_16k	0.6666666666666666	1.0	0.6666666666666666	0.33333333333333337
reset	ruler_fwe_16k:0227	ruler_fwe_16k	0.6666666666666666	1.0	0.6666666666666666	0.33333333333333337
reset	ruler_fwe_16k:0242	ruler_fwe_16k	0.6666666666666666	1.0	0.6666666666666666	0.33333333333333337
reset	ruler_fwe_16k:0254	ruler_fwe_16k	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333
reset	ruler_fwe_16k:0256	ruler_fwe_16k	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333
reset	ruler_fwe_16k:0260	ruler_fwe_16k	0.6666666666666666	1.0	0.6666666666666666	0.33333333333333337
reset	ruler_fwe_16k:0293	ruler_fwe_16k	0.6666666666666666	1.0	0.6666666666666666	0.33333333333333337
reset	ruler_fwe_16k:0298	ruler_fwe_16k	0.6666666666666666	1.0	0.6666666666666666	0.33333333333333337
reset	ruler_fwe_16k:0321	ruler_fwe_16k	0.6666666666666666	1.0	0.6666666666666666	0.33333333333333337
reset	ruler_fwe_16k:0324	ruler_fwe_16k	0.6666666666666666	1.0	0.6666666666666666	0.33333333333333337
reset	ruler_fwe_16k:0351	ruler_fwe_16k	0.6666666666666666	1.0	0.6666666666666666	0.33333333333333337
reset	ruler_fwe_16k:0372	ruler_fwe_16k	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333
reset	ruler_fwe_16k:0373	ruler_fwe_16k	0.6666666666666666	1.0	0.6666666666666666	0.33333333333333337
reset	ruler_fwe_16k:0386	ruler_fwe_16k	0.6666666666666666	1.0	0.6666666666666666	0.33333333333333337
reset	ruler_fwe_16k:0402	ruler_fwe_16k	0.6666666666666666	1.0	0.6666666666666666	0.33333333333333337
reset	ruler_fwe_16k:0472	ruler_fwe_16k	0.6666666666666666	1.0	0.6666666666666666	0.33333333333333337
reset	ruler_fwe_16k:0478	ruler_fwe_16k	0.6666666666666666	1.0	1.0	0.0
reset	ruler_fwe_16k:0488	ruler_fwe_16k	0.6666666666666666	1.0	0.6666666666666666	0.33333333333333337
reset	ruler_fwe_16k:0498	ruler_fwe_16k	0.6666666666666666	1.0	0.6666666666666666	0.33333333333333337
reset	ruler_niah_multikey_1_16k:0432	ruler_niah_multikey_1_16k	0.0	1.0	0.0	1.0
reset	ruler_niah_multikey_2_16k:0045	ruler_niah_multikey_2_16k	0.0	1.0	0.0	1.0
reset	ruler_niah_multikey_2_16k:0116	ruler_niah_multikey_2_16k	0.0	1.0	0.0	1.0
reset	ruler_niah_multikey_2_16k:0331	ruler_niah_multikey_2_16k	0.0	1.0	0.0	1.0
reset	ruler_niah_multikey_2_16k:0482	ruler_niah_multikey_2_16k	0.0	1.0	0.0	1.0
reset	ruler_niah_multikey_3_16k:0071	ruler_niah_multikey_3_16k	0.0	1.0	0.0	1.0
reset	ruler_niah_multikey_3_16k:0074	ruler_niah_multikey_3_16k	0.0	1.0	0.0	1.0
reset	ruler_niah_multikey_3_16k:0108	ruler_niah_multikey_3_16k	0.0	1.0	1.0	0.0
reset	ruler_niah_multikey_3_16k:0138	ruler_niah_multikey_3_16k	0.0	1.0	1.0	0.0
reset	ruler_niah_multikey_3_16k:0145	ruler_niah_multikey_3_16k	0.0	1.0	0.0	1.0
reset	ruler_niah_multikey_3_16k:0202	ruler_niah_multikey_3_16k	0.0	1.0	0.0	1.0
reset	ruler_niah_multikey_3_16k:0208	ruler_niah_multikey_3_16k	0.0	1.0	0.0	1.0
reset	ruler_niah_multikey_3_16k:0212	ruler_niah_multikey_3_16k	0.0	1.0	0.0	1.0
reset	ruler_niah_multikey_3_16k:0217	ruler_niah_multikey_3_16k	0.0	1.0	0.0	1.0
reset	ruler_niah_multikey_3_16k:0220	ruler_niah_multikey_3_16k	0.0	1.0	0.0	1.0
reset	ruler_niah_multikey_3_16k:0251	ruler_niah_multikey_3_16k	0.0	1.0	0.0	1.0
reset	ruler_niah_multikey_3_16k:0253	ruler_niah_multikey_3_16k	0.0	1.0	0.0	1.0
reset	ruler_niah_multikey_3_16k:0362	ruler_niah_multikey_3_16k	0.0	1.0	0.0	1.0
reset	ruler_niah_multikey_3_16k:0429	ruler_niah_multikey_3_16k	0.0	1.0	0.0	1.0
reset	ruler_niah_multikey_3_16k:0464	ruler_niah_multikey_3_16k	0.0	1.0	0.0	1.0
reset	ruler_niah_multiquery_16k:0001	ruler_niah_multiquery_16k	0.75	1.0	1.0	0.0
reset	ruler_niah_multiquery_16k:0063	ruler_niah_multiquery_16k	0.75	1.0	0.75	0.25
reset	ruler_niah_multiquery_16k:0068	ruler_niah_multiquery_16k	0.75	1.0	0.75	0.25
reset	ruler_niah_multiquery_16k:0082	ruler_niah_multiquery_16k	0.75	1.0	0.75	0.25
reset	ruler_niah_multiquery_16k:0100	ruler_niah_multiquery_16k	0.75	1.0	0.75	0.25
reset	ruler_niah_multiquery_16k:0129	ruler_niah_multiquery_16k	0.75	1.0	0.75	0.25
reset	ruler_niah_multiquery_16k:0131	ruler_niah_multiquery_16k	0.75	1.0	1.0	0.0
reset	ruler_niah_multiquery_16k:0147	ruler_niah_multiquery_16k	0.75	1.0	0.75	0.25
reset	ruler_niah_multiquery_16k:0201	ruler_niah_multiquery_16k	0.75	1.0	0.5	0.5
reset	ruler_niah_multiquery_16k:0381	ruler_niah_multiquery_16k	0.75	1.0	0.75	0.25
reset	ruler_niah_multiquery_16k:0404	ruler_niah_multiquery_16k	0.75	1.0	0.75	0.25
reset	ruler_niah_multiquery_16k:0454	ruler_niah_multiquery_16k	0.5	1.0	0.5	0.5
reset	ruler_niah_multivalue_16k:0060	ruler_niah_multivalue_16k	0.75	1.0	0.75	0.25
reset	ruler_niah_multivalue_16k:0144	ruler_niah_multivalue_16k	0.75	1.0	0.75	0.25
reset	ruler_niah_multivalue_16k:0192	ruler_niah_multivalue_16k	0.75	1.0	0.75	0.25
reset	ruler_niah_multivalue_16k:0245	ruler_niah_multivalue_16k	0.75	1.0	0.75	0.25
reset	ruler_niah_multivalue_16k:0266	ruler_niah_multivalue_16k	0.75	1.0	0.75	0.25
reset	ruler_niah_multivalue_16k:0288	ruler_niah_multivalue_16k	0.75	1.0	1.0	0.0
reset	ruler_niah_multivalue_16k:0496	ruler_niah_multivalue_16k	0.75	1.0	0.75	0.25
reset	ruler_niah_multivalue_16k:0498	ruler_niah_multivalue_16k	0.5	1.0	0.5	0.5
reset	ruler_qa_hotpotqa_16k:0023	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_hotpotqa_16k:0031	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_hotpotqa_16k:0059	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_hotpotqa_16k:0118	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_hotpotqa_16k:0191	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_hotpotqa_16k:0312	ruler_qa_hotpotqa_16k	0.0	1.0	1.0	0.0
reset	ruler_qa_hotpotqa_16k:0337	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_hotpotqa_16k:0348	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_hotpotqa_16k:0364	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_hotpotqa_16k:0454	ruler_qa_hotpotqa_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_hotpotqa_16k:0493	ruler_qa_hotpotqa_16k	0.0	1.0	1.0	0.0
reset	ruler_qa_squad_16k:0033	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_squad_16k:0056	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_squad_16k:0085	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_squad_16k:0141	ruler_qa_squad_16k	0.0	1.0	1.0	0.0
reset	ruler_qa_squad_16k:0161	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_squad_16k:0172	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_squad_16k:0184	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_squad_16k:0305	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_squad_16k:0363	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_squad_16k:0424	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_squad_16k:0429	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_squad_16k:0432	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_squad_16k:0444	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_squad_16k:0445	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_squad_16k:0458	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_squad_16k:0472	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reset	ruler_qa_squad_16k:0491	ruler_qa_squad_16k	0.0	1.0	0.0	1.0
reset	ruler_vt_16k:0008	ruler_vt_16k	0.4	0.8	0.4	0.4
reset	ruler_vt_16k:0024	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reset	ruler_vt_16k:0044	ruler_vt_16k	0.8	1.0	1.0	0.0
reset	ruler_vt_16k:0045	ruler_vt_16k	0.2	0.8	0.2	0.6000000000000001
reset	ruler_vt_16k:0048	ruler_vt_16k	0.2	0.4	0.2	0.2
reset	ruler_vt_16k:0050	ruler_vt_16k	0.6	1.0	1.0	0.0
reset	ruler_vt_16k:0057	ruler_vt_16k	0.4	0.8	0.4	0.4
reset	ruler_vt_16k:0063	ruler_vt_16k	0.8	1.0	1.0	0.0
reset	ruler_vt_16k:0065	ruler_vt_16k	0.4	1.0	1.0	0.0
reset	ruler_vt_16k:0070	ruler_vt_16k	0.4	0.6	0.4	0.19999999999999996
reset	ruler_vt_16k:0083	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
reset	ruler_vt_16k:0086	ruler_vt_16k	0.8	1.0	0.8	0.19999999999999996
